date,n_intervention,name,reduced_regex_text
2019-07-25,36,PRESIDENTA," Muchas gracias, señor Abascal. Por el Grupo Parlamentario Republicano, tiene la palabra el señor Rufián Romero. (Aplausos)."
2019-07-25,37,RUFIÁN ROMERO," Muchas gracias, señora presidenta. Buenas tardes a todas y a todos. Señor Rivera, aquí un miembro de la banda. (Risas. Aplausos). Entiendo que ir con el señor Abascal no es ir en una banda, es ir con un comando. (Risas. Aplausos). Señor Abascal, ¡yo ya sé que el castellano está perseguido en Cataluña!, de hecho, como se nota, ¡me está costando un montón hablarlo! Le pido que se modere una vez más. Señor Sánchez, señor Iglesias, es que mírenlos, miren la derecha, están encantados de la vida y nos están aplaudiendo con las orejas. (Varios señores diputados: Sííí). De hecho, ellos a estas alturas, si se tuvieran que poner de acuerdo, si hubieran tenido que negociar, ya tendrían pactados hasta los sobresueldos. (Risas. Aplausos). La única pregunta que cabe hacerse es ¿cuánto tiempo, cuántos meses, cuántos años, todos, todos repito , toda la izquierda tenga la bandera que tenga en el logo, nos vamos a arrepentir, se van a arrepentir de lo de hoy? ¿Cuánto tiempo? Nos emplazan a septiembre, la pregunta que hago es: ¿habrá septiembre? ¿Ustedes saben el enorme gesto de responsabilidad y generosidad que hace nuestro grupo hoy? ¿Creen que también lo podemos hacer en septiembre? Septiembre nos complica la vida a todos, a todos, y no hace falta ser Noam Chomsky para saberlo. Será muy complicado hacer política. Señor Sánchez, fue un error el veto al señor Iglesias, fue un error, y creo que a estas alturas lo sabe. Lo único que ha provocado es subir el precio. Señor Iglesias, es un error no aceptar me da igual dos, tres, cuatro o cinco ministerios; es un error. Ustedes tienen, y lo digo con enorme respeto y cariño, cuatro años de vida, cuatro años de vida por cuatro ministerios, es extraordinario. ¡Entren en el Gobierno y demuestren durante cuatro años que son mejores! ¡Y cóbrenselo en unas futuras elecciones generales! ¡Tienen la capacidad para hacerlo! (Aplausos). De esta intransigencia nos arrepentiremos todos. Hoy, señor Sánchez, y se lo digo con muchísima pena, no nos tiene donde nos querían, en un no. A mí me ha dado la impresión de que no nos quería, me ha dado la impresión de que nos quería meter en el saco de la intransigencia, del bloqueo y del odio, quizá me equivoco, pero no nos tiene. Nosotros hoy aquí nos abstenemos, independientemente de lo que pase, porque estamos convencidos y, sobre todo, un señor, nuestro presidente, candidato y líder victorioso en las elecciones generales en Cataluña, que lo está siguiendo desde una celda de once metros cuadrados en Lledoners. (Rumores). Si nosotros estamos haciendo este gesto, la única pregunta es por qué algunos de ustedes no lo están haciendo. Señor Sánchez, se arrepentirá de haber preferido la abstención en algún momento del señor Rivera y del señor Casado a la presencia del señor Iglesias en un ministerio, se arrepentirá. No hace falta ser muy espabilado para verlo. Señor Iglesias, se arrepentirá de no haber aprovechado esta oportunidad. Se arrepentirá. Repito: cuatro años por tres o cuatro ministerios es extraordinario. Y no se trata de a ver quién lo explica mejor, no se trata de a ver quién lo explica mejor a partir de ahora; se trata de que nos meterán en el mismo saco a todos, a todos. La gente lo único que ve es a la izquierda perdiendo una vez más. Yo soy de izquierdas y llevo en el ADN la derrota, he perdido toda mi vida, y hoy aquí lo vuelvo a hacer y no es por ellos, es por nosotros. Debería darles vergüenza. (Aplausos). Señor Sánchez y señor Iglesias con esto ya acabo , los dos tienen hijos. Usted, señor Sánchez, más mayores y usted, señor Iglesias, más pequeños. Yo tengo uno también y es precioso. (Risas). Tengo un amigo que tiene dos hijos, se llaman Lluc y Joana, son muy pequeños, y cada noche en la terraza de su casa les enseñaba las estrellas y les explicaba las constelaciones porque sabe un montón de estrellas, de hecho, sabe de un montón de cosas. Se llama Oriol Junqueras, y él nos pide que les hagamos un regalo, un libro, un libro que ha escrito en su celda, sobre todo en la celda de Soto del Real, un libro de cuentos. Es este libro. (El señor Rufián Romero muestra un libro). Se lo voy a regalar a los dos. Es el libro que Oriol Junqueras escribió durante meses en su celda de Soto del Real con los cuentos que no puede explicar a sus hijos desde hace casi dos años. Si él hoy, si nosotros hoy estamos haciendo este gesto de enorme responsabilidad y generosidad simplemente porque creemos que la palabra puede vencer al odio y que la izquierda puede ganar de una vez por todas, repito: la única pregunta es por qué ustedes no. Se lo regalo, pido que lo lean y que valoren el tiempo que pasan con sus hijos y la derrota que estamos sufriendo hoy aquí. Muchas gracias. (Aplausos. El señor Rufián Romero hace entrega del libro al señor Sánchez Pérez Castejón, candidato a la Presidencia del Gobierno, y al señor Iglesias Turrión)."
2019-07-25,38,PRESIDENTA," Gracias, señor Rufián. Por el Grupo Parlamentario Vasco (EAJ PNV), tiene la palabra el señor Esteban Bravo."
2019-07-25,39,ESTEBAN BRAVO," Muchas gracias, señora presidenta. Este es el mundo al revés, no solo por la situación que estamos viviendo, sino también porque, ¡claro!, escuchar al señor Abascal parafraseando a Unamuno en defensa de sus posiciones es impresionante. (Risas y aplausos). Yo tenía la esperanza, sinceramente, de que la máxima del general Patton se iba a cumplir, aquella de: ""La presión hace diamantes"". Creía que la presión social y del ambiente en esta Cámara iban a provocar que al final hubiera investidura, que hubiera un acuerdo. Y me confieso decepcionado, sinceramente, pero creo que las cosas se han hecho como no se tenían que hacer. Creo que el Partido Socialista ha ido tarde y ha dejado pasar demasiado el tiempo; creo que tendría que haber buscado complicidades de otra manera. Incluso en el discurso del pasado lunes se lo dije, señor candidato, que tenía que buscar más empatía, más complicidades. Y lo que tampoco entiendo es que se tire la toalla antes del último minuto. Daba la sensación, por lo que se comentaba ante la prensa hace nada, hace una hora, antes de empezar esta reunión, este Pleno, que ya se había tirado la toalla, por todas las partes. Señor Iglesias, también tengo que decirle a usted algo acerca de eso de asaltar el cielo. El cielo se conquista de nube en nube, ocupando una nube y luego otra, pero al asalto no se conquista, en absoluto. Se equivoca si pretende hacerlo así. Y tiene que aceptar también que es cierto que es una fuerza política que no ha gestionado, que no ha estado nunca en el Gobierno del Estado, ni de una manera muy representativa luego con éxito y durante muchos años en Gobiernos autonómicos. Es verdad también que ha planteado políticas de rompe y rasga, que chocarían no con el Partido Socialista, sino con una mayoría muy amplia de esta Cámara. Por tanto, también hay que saber crear una imagen alrededor de una fuerza política, ir ganando posiciones, crear una confianza también en las instituciones, en el ámbito social, en el ámbito económico, como país. Su tozudez ha estado a punto de provocar una quiebra, no se va a escenificar aquí porque al final van a votar abstención ustedes dos, pero ha estado a punto de escenificar una quiebra con Izquierda Unida y con Podemos, como antes también tuvo decepciones dentro de su grupo. Creo que hay que saber qué es lo posible, y se lo voy a decir muy sinceramente. Pensar en ministerios ahora ya sé que no como Transición Ecológica, con las implicaciones que tiene en el mundo económico, en el ámbito fiscal, en el ámbito del empleo, por parte de una fuerza que no ha gobernado nunca, sinceramente no es real; insisto, no es real. O en ministerios como Hacienda, que es el clavito del abanico del Gobierno. Seguro que podrá aspirar incluso a presidir el Gobierno en el futuro, pero hay que saber la fuerza que uno tiene en el Parlamento y medirse. Ahora bien, tampoco se lo han puesto fácil: hasta el último día y a última hora, etcétera. Pero aquí todo el mundo tiene culpa. Ahora saca usted una propuesta. Me parece que no era ya el momento, pero, oiga, bienvenida sea; yo he dicho antes que hay que intentarlo hasta el último minuto. Si el problema es ese, si el problema al final se reduce a las políticas activas de empleo, me parece a mí que hay tiempo y hay margen para llegar a un acuerdo, no aquí y ahora, probablemente, porque habrá más que hablar, pero, si verdaderamente el problema se reduce a eso... (Rumores)."
2019-07-25,40,PRESIDENTA," Señorías, por favor."
2019-07-25,41,ESTEBAN BRAVO," Es curioso porque ahora, oyéndoles, me decía algo una colaboradora cercana y he pensado: ¡qué ironía, tiene razón! Me decía que hace unos meses el problema era el relator y que ahora el problema es el relato. (Risas). Se está reduciendo todo a eso últimamente, publicando ambas partes todo lo que iban haciendo, diciendo cuáles eran sus posiciones y lo que querían. Con lo cual se han atado las manos para públicamente poder retroceder un poquito en su posición. Han estado perdiendo el tiempo, pensando que tenían una fuerza que en realidad no tenían. Y este final de sillones, sinceramente se lo digo, ha sido lamentable. ¿Hay un programa conjunto? Eso era lo importante, por donde hay que empezar, lo que queríamos ver. ¿Hay un programa conjunto? Me temo que en muchas áreas seguramente no, aunque en muchas coincidirán, pero un programa conjunto no lo han trabajado. Este ambiente crea digamos mal rollo perdón por la expresión y yo sé que las relaciones personales también son difíciles, pero me niego a pensar que no podamos crear las condiciones necesarias para ahormar un Gobierno antes de septiembre; es más, incluso en agosto si es posible. Creo que debemos intentarlo todos, que no hay que arrojar la toalla y que todos tenemos que reflexionar sobre cómo se han desarrollado los acontecimientos. Señor Sánchez, concluyo. Créame si le digo que esperaba que fuera investido se lo digo sinceramente y nuestra intención lo sabe usted ha sido siempre facilitar esa investidura. No ha podido ser al no haber un acuerdo con unos socios imprescindibles, porque hay que reconocer que Unidas Podemos es un socio imprescindible, y sin unas conversaciones más profundas con el resto de grupos. Nuestro sí lo tenía en el bolsillo, y lo sabía, pero es que ambos han seguido un procedimiento que no ha creado las condiciones necesarias. Nosotros vamos a mantener el diálogo y la disposición durante el tiempo que quede hasta una espero que no se produzca nueva convocatoria electoral para intentar lograr las complicidades suficientes para formar un Gobierno. Nos ofrecemos en lo que a nuestra experiencia se refiere para ayudar y colaborar. Creo que todos tenemos que aprender del fracaso y que no tenemos que darnos por vencidos. Hoy nos abstendremos, pero con esa esperanza. Muchas gracias, señora presidenta."
2019-07-25,42,PRESIDENTA," Muchas gracias, señor Esteban. Por el Grupo Parlamentario Mixto, tiene la palabra, en primer lugar, la señora Borràs Castanyer."
2019-07-25,43,BORRÀS CASTANYER," Buenas tardes. Señor Sánchez, desde el martes se mantienen intactas las 155 razones que tenemos para votar no y aún, si cabe, podemos añadir una: parece haber confundido usted un debate de investidura con un debate de adhesión a su persona. Nos ha dicho que usted no iba a renunciar a sus principios; nosotros tampoco vamos a hacerlo. Yo le cité sus palabras de mayo de 2018: En Cataluña hay un problema político. Lo decía usted. Pues bien, hoy tiene una segunda oportunidad una segunda oportunidad que no tuvo Jordi Turull, que fue detenido en las veinticuatro horas que mediaron entre la primera y la segunda sesión de su debate de investidura y la echa a perder. El otro día hablaba usted de un problema de convivencia, señor Sánchez, y lo que yo veo es que el problema de convivencia lo tienen entre ustedes. Avísennos cuando lo solucionen y, cuando lo hagan, vayan a hablar con el president de la Generalitat. El otro día estuvo desafortunado. Creo que ha conseguido usted la total unidad de la Cámara en ese aspecto. También habló del supuesto pueblo catalán. Lo dijo así. El estatut, al cual tanto le gusta referirse, dice explícitamente: Els poders de la Generalitat emanen del poble de Catalunya, no del 'supuesto pueblo catalán', y usted debería saberlo. Es muy poco digno de alguien que aspira a dirigir un Gobierno que ofrezca estas credenciales, que son de antipolítica o de la diplomacia que practica Josep Borrell. Pero sepa que en democracia ningún voto le debería parecer ni inútil ni irrelevante. Nuestro no es un no que con su actitud se ha convertido en un no inevitable. Nuestros compañeros son presos políticos, pero usted es un político preso por su prepotencia, y el día que usted le diga sí a la política y deje de decir que no, nunca jamás, a las aspiraciones de los millones de independentistas, ese día nos encontrará dispuestos a buscar conjuntamente la solución que Cataluña necesita y espera. No sé si hoy será usted presidente, pero mañana despertará y los independentistas no habremos desaparecido; seguiremos aquí, como el dinosaurio de Monterroso. Y si no desprecia el resultado de las elecciones, además de querer ser presidente, tendrá que saber hacer de presidente. Tiene dos meses por delante. No se escude en excusas, en futuras sentencias. Si es presidente, está usted condenado a liderar el camino de las soluciones. Ese es el desafío. Nosotros hemos venido con esto acabo a hacer política, como la estamos haciendo en todas y cada una de las instituciones catalanas y como la vamos a hacer en Europa, donde hemos obtenido la misma representación que usted se arroga para España. Para defender todas las políticas, las de progreso fomentando la igualdad y apostando por la mejorar la calidad de vida de los ciudadanos, seremos muchos, nosotros también. Para defender políticas económicas como las que ya hacen de Cataluña el motor de España, también. Pero, como decía el president Macià: Ai del poble, si el determini que pren no és dictat per la dignitat. Ante tanta renuncia, algunos haremos bien en recordar sus palabras. El otro día le hablé de la tercera oreja. Hoy solo le digo que esperábamos de usted más sentido de Estado. Ahora solo le pedimos sentido común. Muévase, señor Sánchez: Cataluña, España y la historia se lo agradecerán. Muchas gracias. (Aplausos)."
2019-07-25,44,PRESIDENTA," Gracias, señora Borràs. Tiene la palabra el señor Matute."
2019-07-25,45,MATUTE GARCÍA DE JALÓN," Muchas gracias, señora presidenta. En dos minutos, y en nombre de la izquierda soberanista independentista vasca, quisiera trasladar algunos apuntes sobre lo que han sido estos días. El primero es constatar con preocupación la normalización y homologación que a la extrema derecha se le está dando en el Estado español. (Protestas). Para nosotros lo más preocupante no es que haya veintitrés émulos de Torrente, Blas Piñar o MillánAstray en esta Cámara. Lo preocupante es que se homologue su discurso y que se les dé capacidad de veto y de presión al resto de las formaciones políticas. Solo así se entiende el miedo a negociar con Euskal Herria Bildu en algunos territorios. Solo así se entiende el miedo para frenar Gobiernos de progreso. Otro apunte tiene que ver con los votos. Los cuatro votos de Euskal Herria Bildu fíjese, señor Sánchez, uno más de los tres que necesitaba para salvar la investidura en caso de un acuerdo con Podemos eran votos no para que usted fuera presidente, no porque confiáramos ciegamente en usted, y se lo digo desde el respeto. Eran votos fundamentalmente para evitar que Casado, Rivera o Abascal fueran presidentes. Los votos de Euskal Herria Bildu eran desde hace meses un compromiso antifascista para no permitir hacer realidad el sueño húmedo de la ultraderecha, sea esta azul, verde o naranja, porque nos debemos a nuestro pueblo y una parte importante de nuestro pueblo, el que se ubica en la Comunidad Autónoma vasca, les premió a ustedes, a los señores del Partido Popular, de Ciudadanos y de VOX, con cero diputados. Eso es lo que se merecen, ese es el pueblo al que nos debemos y por eso estábamos dispuestos a contribuir para que no fuera posible su ascenso. Termino con dos cuestiones. En esta Cámara se ha hablado mucho de muchas cosas y se han utilizado palabras bellas. Se ha hablado mucho del feminismo y se ha puesto como ejemplo de los tiempos que tenemos que construir. Por desgracia, constatamos que se ha profundizado poco en lo que significa el feminismo. Si ustedes hubieran hecho el ejercicio de trasladar la sororidad en el feminismo a la empatía y la fraternidad entre las fuerzas de izquierda para un compromiso conjunto, quizá hoy no nos estaríamos lamentando todos y todas. Termino con otra cuestión. También han empleado el sentido de Estado como arma arrojadiza para apelar al cambio de voto de otras formaciones políticas. De sobra es conocido que Euskal Herria Bildu no tiene sentido de Estado español, pero nos sobra sentido común. Sabíamos y sabemos que lo que nos piden los ciudadanos y ciudadanas de bien, la gente humilde, las clases trabajadoras, es que impidamos que negras tormentas acechen el alba. (Aplausos)."
2019-07-25,46,PRESIDENTA," Gracias, señor Matute. Por el mismo grupo parlamentario, tiene la palabra la señora Oramas."
2019-07-25,47,ORAMAS GONZÁLEZ MORO," Gracias, señora presidenta. Señor Sánchez, si aquí estuviera una abuela canaria utilizaría una expresión que nos aterroriza a los niños canarios, que es: ¡están ustedes bonitos! Es un dicho muy canario cuando nos echaban la bronca. La gran pregunta es: ¿y ahora, qué? No puede pasar que el candidato, actual presidente del Gobierno en funciones, diga: como no he salido, me voy a Moncloa y nos vemos en noviembre. Hay que hacer un esfuerzo en este momento, tenemos esa responsabilidad. Los nacionalistas canarios de Coalición Canaria, después de tener la garantía de que esos señores que querían los sillones, que no han firmado el pacto antiterrorista, que rompieron el Pacto de Toledo de las pensiones, que no respetan el marco constitucional, no sirven para gobernar este país, estamos dispuestos a dar un paso, pero negociando como se negocia. Lo que se ha roto es una negociación de tres días para una investidura, y aquí hay que hablar de gobernabilidad y de país. Cuando se es presidente, lo primero es el país, después el partido y después el líder. Y yo le recomiendo una cosa, señor Sánchez: déjese de asesores, de estrategias, y ponga a la esencia de su partido, sin estrategias electorales, a hablar. Tiene gente magnífica en ese escaño y en el segundo. Esta fuerza política, como la del PNV, tiene experiencia de Gobierno, de izquierda y de derecha, quiere negociar por Canarias, y quiere negociar por la estabilidad y la gobernabilidad de este país, no por una investidura, desde mañana. Los ciudadanos ya hablaron, ellos cumplieron su tarea, y ahora la tenemos que cumplir nosotros. El señor Casado le ha ofrecido unos pactos de Estado, con los que este partido está de acuerdo. ¿Qué es lo que no puede hacer ahora que pueda hacer en noviembre? Es que en noviembre no va a sacar mayoría absoluta. ¡Ya veremos si mejora o empeora! Empiece ya, hagamos pactos de Estado las fuerzas que creemos en pactos de Estado, en políticas sensatas, en el marco constitucional. A lo mejor adelantamos lo de noviembre, si no hay más remedio, pero, hasta el último día, primero este país, primero los ciudadanos. Ellos hicieron el trabajo y ahora nos corresponde a nosotros, porque ¡estamos bonitos todos!, como dicen las abuelas canarias. A pesar de que Coalición Canaria fue la primera fuerza y ayer le hicieron una moción de censura; de que ustedes, por tirar a Coalición Canaria, le dieran la presidencia del Cabildo al PP, que era la tercera fuerza; de que no ganaron las elecciones, las ganó Coalición, cuando ustedes gobernaron ocho años; de que en Tenerife se unieron a dos tránsfugas, a Ciudadanos y Podemos, para echarnos; a pesar de que la moción de censura la podían haber presentado dentro de dos semanas, para ser amigos, pero lo hicieron ayer, esta diputada le dice que mi fuerza política está dispuesta a hablar a partir de mañana, no de investidura, sino de gobernabilidad, de los derechos de los canarios, del cumplimiento del marco constitucional, desde luego, con seriedad, como se ha hecho siempre. Alemania tardó tres meses en negociar un Gobierno. Un Gobierno no se negocia en tres días, pero cumplan con mi tierra y con este país, con esa coherencia y con esos valores que ha tenido siempre el Partido Socialista, que ahora le ha tendido la mano a esos. (Señalando al Grupo Parlamentario Popular). No nos muerda la mano. Humildad. Gracias, señora presidenta. (Aplausos)."
2019-07-25,48,PRESIDENTA," Gracias, señora Oramas. A continuación, tiene la palabra el señor García Adanero."
2019-07-25,49,GARCÍA ADANERO," Gracias, señora presidenta. Señor Sánchez, después de haber oído al portavoz de Bildu, ¿usted cree que le puede apoyar Bildu en Navarra para que no gobierne un Gobierno constitucionalista? ¿Ha escuchado lo que ha dicho? ¿Usted cree que ese es un socio bueno para usted? Porque hay que recordar que usted les propone, les dice, tanto al Partido Popular como a Ciudadanos, que se abstengan para no depender de los independentistas, y en el único sitio que usted puede pactar para que los independentistas no manden y gobiernen PP, Ciudadanos y Unión del Pueblo Navarro, que ganamos las elecciones, pactan con los independentistas. (Aplausos). Es que pactan con los independentistas. Y le voy a decir otra cosa. Con Bildu no hay que tener problemas del pasado, sino problemas del presente: Bildu sigue sin condenar el terrorismo de ETA a día de hoy. (Aplausos). ¡Hombre, que hay que hablar claro! Le voy a decir más: en Bildu dice que son feministas, pero justifican la agresión a mujeres por ser mujeres de guardias civiles, y eso no es feminismo. (Aplausos). Supongo que ustedes entenderán que eso no es feminismo. Por lo tanto, si de verdad quiere que pueda haber en España responsabilidad por parte del Partido Popular y de Ciudadanos no voy yo a hablar en su nombre porque representan a muchos más de los ciudadanos que yo represento aquí , lo que sí le puedo decir es que puede empezar por la Comunidad Foral de Navarra. En la Comunidad Foral de Navarra hay dos opciones: o un Gobierno constitucionalista, que ha ganado las elecciones, o un Gobierno del Partido Socialista apoyado por Bildu. Y usted ahí dará ejemplo de si de verdad el ofrecimiento que les hace al señor Casado y al señor Rivera es creíble o es solo de cara a la galería. ¡Es que ahí lo vamos a ver! ¡Ahí va estar la prueba del algodón! Por lo tanto, oportunidad tiene de rectificar ese acuerdo, porque si no estará demostrando, como parece ser, que está mucho más cómodo con los independentistas, con aquellos que quieren a Navarra en una Euskadi independiente, que con aquellos que defienden Navarra como comunidad foral dentro de la unidad de España. Eso es lo que nos estamos jugando en la Comunidad Foral de Navarra y en el conjunto de España. Usted ahí tendrá que decidir y ahí se verá en qué lado está. También quiero hacer un apunte final. Ni el Partido Nacionalista Vasco ni Euskal Herria Bildu tuvieron representación el 28 de abril en la Comunidad Foral de Navarra. Por lo tanto, no contribuya usted a que las decisiones de Navarra se tomen ni en Sabin Etxea ni en Guipúzcoa; que se tomen en Navarra y aquí, que es donde se tienen que tomar. Muchas gracias. (Aplausos)."
2019-07-25,50,PRESIDENTA," Gracias, señor García. Tiene la palabra el señor Baldoví Roda."
2019-07-25,51,BALDOVÍ RODA," Hay una mítica canción de la inolvidable Aretha Franklin que se llama Respect. Desde Compromís, señor Sánchez, como dice la letra, solo le pedimos un poco de respeto; respeto a los ciudadanos que confiaron en que construiríamos un Gobierno de progreso; respeto a los que le hicimos presidente cuando usted no era ni diputado y con el que apenas hemos negociado un par de veces; respeto a mi Gobierno, a su Gobierno, al Gobierno del Botànic, un Gobierno modélico en políticas sociales, que no puede y que no podrá hacer las políticas sociales que usted desgranó en su discurso, porque con sus negativas a buscar un mecanismo que compense la infrafinanciación valenciana nos vuelve a condenar, a dedicar la cuarta parte de nuestro presupuesto a pagar una deuda ilegítima que no hemos generado, en lugar de dedicarla a ayudar y rescatar a las personas, a los dependientes, a los jóvenes, a los autónomos, a nuestras empresas, a la violencia machista; respeto, en fin, a los cinco millones de personas que viven y trabajan en mi tierra y que, sinceramente, esperaban más de usted y más de todos. El relato, nuestro relato: usted quiere ganar esta votación por rendición; usted quiere ser presidente sin negociar a fondo con nosotros, sin buscar seriamente el acuerdo con nosotros. Hemos negociado con desgana, incluso el otro día percibimos soberbia en su discurso, y no nos lo merecemos; no ya Compromís, no ya Baldoví, sino todo el pueblo valenciano. Y una esperanza: siempre nos quedará septiembre y agosto, y allí estará Compromís si usted quiere negociar con lealtad. Señor Sánchez, señor Iglesias, todos, la izquierda, no defraudemos la esperanza de millones de personas, porque si dejamos morir estos dos meses sin hacer nada, si ya vamos a elecciones, muchas personas mostrarán su frustración con una abstención cabreada y militante. Negociemos, acordemos, seamos generosos, flexibles, porque muchas personas están deseando que haya Gobierno, que usted sea presidente; están deseando que se resuelvan sus problemas, como los funcionarios de prisiones, como los valencianos y las valencianas, por poner solo un par de ejemplos. Pasemos página y empecemos a trabajar desde hoy mismo. O eso, o la foto de Colón. A ver si somos capaces de helar su sonrisa de hoy estos dos meses que nos quedan. Con nosotros puede contar si realmente existe esa voluntad de negociar. Moltes gràcies."
2019-07-25,52,PRESIDENTA," Gracias, señor Baldoví. En último lugar, tiene la palabra el señor Mazón Ramos."
2019-07-25,53,MAZÓN RAMOS," Buenos días y muchas gracias, presidenta. Señorías, el pasado martes pude explicar aquí la posición del Partido Regionalista de Cantabria en este debate de investidura. Pues bien, nada ha cambiado para mi partido desde entonces y por eso tampoco cambiará nuestro voto favorable a la investidura del señor Sánchez. Nos presentamos para defender los intereses de Cantabria y apoyar la gobernabilidad de España. Respecto a Cantabria, estamos satisfechos del trabajo realizado estos meses. Hemos firmado un acuerdo de Gobierno con el Partido Socialista donde se recogen unos compromisos con nuestra tierra que son vitales para nuestro futuro. Se han basado en criterios de justicia perfectamente asumibles por cualquier Gobierno, impregnados de realismo con la situación actual y sin ningún ápice de oportunismo. Por eso han sido asumidos por el Partido Socialista y han sido ratificados por su candidato en esta tribuna. Es obvio que nuestro voto no iba a ser el voto decisivo para esta investidura, pero Cantabria no se merecía menos. También estoy convencido tengo la seguridad de que la gran mayoría de los grupos políticos que hay en esta sala y de sus diputados asumirían estos compromisos, y por eso estoy satisfecho, porque estoy seguro de que estos proyectos que hay en marcha esta vez no se van a retrasar sea cual sea el Gobierno de España. En relación con la gobernabilidad de España, también hemos cumplido con nuestro objetivo, que no era otro que aportar nuestro grano de arena. En este caso, nuestro grano era y va a ser nuestro voto. Pero no solo nuestro voto; queremos darle nuestro apoyo moral no solo por los temas que afectan directamente a Cantabria, sino porque un país necesita un Gobierno, y nos parece que su programa es un buen programa, el que necesita España en estos momentos. Sin embargo, después de oír al resto de los portavoces, parece imposible que sea investido en esta sesión. Yo creo que en realidad ni le han escuchado, y también quiero decir que muchos de los otros, a pesar de lo que se ha dicho hoy, tampoco han demostrado una gran voluntad de querer tener un Gobierno. Tanta duda, tanta abstención, no parece reflejar esa voluntad. Todavía hay que mirar hacia adelante. Señor Sánchez, yo creo que es preciso comenzar las negociaciones desde cero. Yo estoy seguro de que usted lo va a hacer pensando en dotar a España de un Gobierno coherente con todos los retos que tenemos planteados. Todavía hay dos meses para hacer un nuevo intento; es tiempo suficiente para que todo el mundo pueda replantear su posición. Tampoco sería una traición a los electores. A los ciudadanos yo creo que les parecería bien que fuéramos flexibles y que lo preferirían antes de que hubiera que repetir elecciones. Todos somos conscientes de que hay que pactar y, para pactar, hay que ceder. Ayer puse el ejemplo de Cantabria en los últimos veinticuatro años; hoy lo reitero. No es tan complicado. Nada más. Le deseo mucha suerte, señor Sánchez. (Aplausos)."
2019-07-25,54,PRESIDENTA," Muchas gracias, señor Mazón. Por el Grupo Parlamentario Socialista, tiene la palabra la señora Lastra Fernández."
